decision_id,decision_time,tick_time,tick_seq,tick_source,tick_row,ticker,decision_type,cash,pos_yes,pos_no,pending_yes,pending_no,order_index,action,price,qty,source
1,2026-01-11T01:11:27.803045,2026-01-09T04:00:03.876432,1936043,market_data_KXHIGHNY-26JAN09.csv,28719,KXHIGHNY-26JAN09-B51.5,keep,100.0,0,0,0,0,,,,,
2,2026-01-11T01:11:27.808050,2026-01-09T04:00:03.876589,1936044,market_data_KXHIGHNY-26JAN09.csv,28720,KXHIGHNY-26JAN09-B51.5,keep,100.0,0,0,0,0,,,,,
3,2026-01-11T01:11:27.811073,2026-01-09T04:00:04.526481,1936045,market_data_KXHIGHNY-26JAN09.csv,28721,KXHIGHNY-26JAN09-B51.5,keep,100.0,0,0,0,0,,,,,
4,2026-01-11T01:11:27.812576,2026-01-09T04:00:04.918179,1936046,market_data_KXHIGHNY-26JAN09.csv,28722,KXHIGHNY-26JAN09-B55.5,keep,100.0,0,0,0,0,,,,,
5,2026-01-11T01:11:27.815209,2026-01-09T04:00:05.085159,1936047,market_data_KXHIGHNY-26JAN09.csv,28723,KXHIGHNY-26JAN09-B51.5,keep,100.0,0,0,0,0,,,,,
6,2026-01-11T01:11:27.818209,2026-01-09T04:00:05.127570,1936048,market_data_KXHIGHNY-26JAN09.csv,28724,KXHIGHNY-26JAN09-B55.5,keep,100.0,0,0,0,0,,,,,
7,2026-01-11T01:11:27.820830,2026-01-09T04:00:05.172292,1936049,market_data_KXHIGHNY-26JAN09.csv,28725,KXHIGHNY-26JAN09-B51.5,keep,100.0,0,0,0,0,,,,,
8,2026-01-11T01:11:27.821829,2026-01-09T04:00:06.159851,1936050,market_data_KXHIGHNY-26JAN09.csv,28726,KXHIGHNY-26JAN09-B53.5,keep,100.0,0,0,0,0,,,,,
9,2026-01-11T01:11:27.824340,2026-01-09T04:00:06.378296,1936051,market_data_KXHIGHNY-26JAN09.csv,28727,KXHIGHNY-26JAN09-B53.5,keep,100.0,0,0,0,0,,,,,
10,2026-01-11T01:11:27.827040,2026-01-09T04:00:06.603893,1936052,market_data_KXHIGHNY-26JAN09.csv,28728,KXHIGHNY-26JAN09-B51.5,keep,100.0,0,0,0,0,,,,,
11,2026-01-11T01:11:27.829545,2026-01-09T04:00:06.701530,1936053,market_data_KXHIGHNY-26JAN09.csv,28729,KXHIGHNY-26JAN09-B51.5,keep,100.0,0,0,0,0,,,,,
12,2026-01-11T01:11:27.831550,2026-01-09T04:00:06.820805,1936054,market_data_KXHIGHNY-26JAN09.csv,28730,KXHIGHNY-26JAN09-B51.5,keep,100.0,0,0,0,0,,,,,
13,2026-01-11T01:11:27.834057,2026-01-09T04:00:10.466389,1936055,market_data_KXHIGHNY-26JAN09.csv,28731,KXHIGHNY-26JAN09-B55.5,keep,100.0,0,0,0,0,,,,,
14,2026-01-11T01:11:27.836563,2026-01-09T04:00:10.677322,1936056,market_data_KXHIGHNY-26JAN09.csv,28732,KXHIGHNY-26JAN09-B55.5,keep,100.0,0,0,0,0,,,,,
15,2026-01-11T01:11:27.838181,2026-01-09T04:00:11.158173,1936057,market_data_KXHIGHNY-26JAN09.csv,28733,KXHIGHNY-26JAN09-B53.5,keep,100.0,0,0,0,0,,,,,
16,2026-01-11T01:11:27.840809,2026-01-09T04:00:11.492570,1936058,market_data_KXHIGHNY-26JAN09.csv,28734,KXHIGHNY-26JAN09-B51.5,keep,100.0,0,0,0,0,,,,,
