timestamp,market_ticker,best_yes_bid,best_no_bid,implied_no_ask,implied_yes_ask
2026-01-01T09:48:51.743037,KXHIGHNY-26JAN02-B28.5,17,82,83,18
2026-01-01T09:48:51.743850,KXHIGHNY-26JAN02-B32.5,32,66,68,34
2026-01-01T09:48:51.744080,KXHIGHNY-26JAN02-B34.5,3,96,97,4
2026-01-01T09:48:51.744629,KXHIGHNY-26JAN02-T35,2,97,98,3
2026-01-01T09:48:51.745563,KXHIGHNY-26JAN02-T28,2,97,98,3
2026-01-01T09:48:51.745694,KXHIGHNY-26JAN02-B30.5,46,53,54,47
2026-01-01T09:55:15.456339,KXHIGHNY-26JAN02-B32.5,33,66,67,34
2026-01-01T09:55:20.013897,KXHIGHNY-26JAN02-B32.5,32,66,68,34
2026-01-01T09:55:20.173319,KXHIGHNY-26JAN02-B32.5,33,66,67,34
2026-01-01T09:58:09.992229,KXHIGHNY-26JAN02-B32.5,33,65,67,35
2026-01-01T09:58:17.743033,KXHIGHNY-26JAN02-B32.5,33,64,67,36
2026-01-01T09:58:18.147221,KXHIGHNY-26JAN02-B32.5,33,65,67,35
2026-01-01T09:58:37.935567,KXHIGHNY-26JAN02-B30.5,46,52,54,48
2026-01-01T09:58:39.691505,KXHIGHNY-26JAN02-B32.5,33,66,67,34
2026-01-01T09:58:39.802297,KXHIGHNY-26JAN02-B30.5,47,52,53,48
2026-01-01T09:58:59.727093,KXHIGHNY-26JAN02-B32.5,33,65,67,35
2026-01-01T09:58:59.847324,KXHIGHNY-26JAN02-B32.5,33,66,67,34
2026-01-01T09:59:08.025922,KXHIGHNY-26JAN02-B32.5,33,65,67,35
2026-01-01T09:59:08.169618,KXHIGHNY-26JAN02-B32.5,33,66,67,34
2026-01-01T09:59:49.808543,KXHIGHNY-26JAN02-B32.5,33,65,67,35
2026-01-01T09:59:50.145542,KXHIGHNY-26JAN02-B32.5,33,66,67,34
2026-01-01T09:59:50.194716,KXHIGHNY-26JAN02-B30.5,46,52,54,48
2026-01-01T09:59:50.586862,KXHIGHNY-26JAN02-B30.5,47,52,53,48
2026-01-01T10:00:02.492593,KXHIGHNY-26JAN02-T28,2,96,98,4
2026-01-01T10:00:03.555529,KXHIGHNY-26JAN02-T28,3,96,97,4
2026-01-01T10:00:09.425890,KXHIGHNY-26JAN02-T28,3,95,97,5
2026-01-01T10:00:11.721095,KXHIGHNY-26JAN02-T28,3,96,97,4
2026-01-01T10:00:23.882983,KXHIGHNY-26JAN02-T28,2,96,98,4
2026-01-01T10:00:26.658585,KXHIGHNY-26JAN02-B30.5,46,52,54,48
2026-01-01T10:00:26.680043,KXHIGHNY-26JAN02-T28,2,97,98,3
2026-01-01T10:00:27.006195,KXHIGHNY-26JAN02-B30.5,47,52,53,48
2026-01-01T10:00:29.908079,KXHIGHNY-26JAN02-B30.5,46,52,54,48
2026-01-01T10:01:01.893030,KXHIGHNY-26JAN02-B32.5,33,65,67,35
2026-01-01T10:01:09.872972,KXHIGHNY-26JAN02-T28,2,96,98,4
2026-01-01T10:01:09.933343,KXHIGHNY-26JAN02-T28,3,96,97,4
2026-01-01T10:01:10.144282,KXHIGHNY-26JAN02-B30.5,46,53,54,47
2026-01-01T10:01:14.449334,KXHIGHNY-26JAN02-T28,3,95,97,5
2026-01-01T10:01:23.963837,KXHIGHNY-26JAN02-T28,3,96,97,4
2026-01-01T10:01:24.124929,KXHIGHNY-26JAN02-B32.5,33,66,67,34
2026-01-01T10:01:30.650282,KXHIGHNY-26JAN02-B32.5,33,65,67,35
2026-01-01T10:01:30.676902,KXHIGHNY-26JAN02-B32.5,33,66,67,34
2026-01-01T10:01:58.890215,KXHIGHNY-26JAN02-B30.5,45,53,55,47
