timestamp,market_ticker,best_yes_bid,best_no_bid,implied_no_ask,implied_yes_ask
2025-12-31T07:01:07.044582,KXHIGHNY-26JAN01-T37,1,60,99,40
2025-12-31T07:01:07.044831,KXHIGHNY-26JAN01-T30,1,60,99,40
2025-12-31T07:01:07.045077,KXHIGHNY-26JAN01-B32.5,1,60,99,40
2025-12-31T07:01:07.045212,KXHIGHNY-26JAN01-B30.5,1,60,99,40
2025-12-31T07:01:07.045782,KXHIGHNY-26JAN01-B36.5,1,60,99,40
2025-12-31T07:01:07.045988,KXHIGHNY-26JAN01-B34.5,1,60,99,40
2025-12-31T07:02:43.173332,KXHIGHNY-26JAN01-T30,2,60,98,40
2025-12-31T07:02:48.359969,KXHIGHNY-26JAN01-B30.5,2,60,98,40
2025-12-31T07:02:53.248568,KXHIGHNY-26JAN01-B32.5,2,60,98,40
2025-12-31T07:02:58.061503,KXHIGHNY-26JAN01-B34.5,2,60,98,40
2025-12-31T07:03:04.482788,KXHIGHNY-26JAN01-B36.5,2,60,98,40
2025-12-31T07:03:12.649215,KXHIGHNY-26JAN01-T37,2,60,98,40
2025-12-31T07:03:48.182046,KXHIGHNY-26JAN01-T37,2,81,98,19
2025-12-31T07:03:48.409394,KXHIGHNY-26JAN01-T30,2,81,98,19
2025-12-31T07:03:49.219102,KXHIGHNY-26JAN01-B34.5,18,60,82,40
2025-12-31T07:03:49.341326,KXHIGHNY-26JAN01-B32.5,18,60,82,40
2025-12-31T07:03:55.326342,KXHIGHNY-26JAN01-B36.5,2,70,98,30
2025-12-31T07:03:55.441142,KXHIGHNY-26JAN01-B30.5,2,70,98,30
2025-12-31T07:04:42.010859,KXHIGHNY-26JAN01-T30,3,81,97,19
2025-12-31T07:04:42.146322,KXHIGHNY-26JAN01-B30.5,3,70,97,30
2025-12-31T07:04:42.681499,KXHIGHNY-26JAN01-B36.5,3,70,97,30
2025-12-31T07:04:42.821773,KXHIGHNY-26JAN01-T37,3,81,97,19
2025-12-31T07:05:34.765963,KXHIGHNY-26JAN01-B32.5,25,60,75,40
2025-12-31T07:06:53.543073,KXHIGHNY-26JAN01-B34.5,18,68,82,32
2025-12-31T07:07:22.705448,KXHIGHNY-26JAN01-B36.5,3,80,97,20
2025-12-31T07:07:37.562387,KXHIGHNY-26JAN01-T30,3,96,97,4
2025-12-31T07:07:37.566140,KXHIGHNY-26JAN01-B30.5,3,92,97,8
2025-12-31T07:07:37.567906,KXHIGHNY-26JAN01-B32.5,25,71,75,29
2025-12-31T07:07:37.571158,KXHIGHNY-26JAN01-B34.5,18,60,82,40
2025-12-31T07:07:37.571384,KXHIGHNY-26JAN01-B34.5,18,58,82,42
2025-12-31T07:07:37.571779,KXHIGHNY-26JAN01-B34.5,41,58,59,42
2025-12-31T07:07:37.572401,KXHIGHNY-26JAN01-B36.5,19,80,81,20
2025-12-31T07:07:37.576494,KXHIGHNY-26JAN01-T37,3,93,97,7
2025-12-31T07:07:38.835681,KXHIGHNY-26JAN01-B32.5,25,72,75,28
2025-12-31T07:07:42.059302,KXHIGHNY-26JAN01-T37,4,93,96,7
2025-12-31T07:07:42.507632,KXHIGHNY-26JAN01-B30.5,4,92,96,8
2025-12-31T07:07:42.649449,KXHIGHNY-26JAN01-B30.5,4,93,96,7
2025-12-31T07:07:42.732188,KXHIGHNY-26JAN01-T37,4,94,96,6
2025-12-31T07:07:46.651799,KXHIGHNY-26JAN01-T37,3,94,97,6
2025-12-31T07:07:46.966652,KXHIGHNY-26JAN01-B30.5,3,93,97,7
2025-12-31T07:07:49.731799,KXHIGHNY-26JAN01-T37,3,95,97,5
2025-12-31T07:09:40.611995,KXHIGHNY-26JAN01-B32.5,25,71,75,29
2025-12-31T07:09:42.539629,KXHIGHNY-26JAN01-T37,3,93,97,7
2025-12-31T07:09:42.648162,KXHIGHNY-26JAN01-T37,3,96,97,4
2025-12-31T07:09:42.897674,KXHIGHNY-26JAN01-B32.5,26,71,74,29
2025-12-31T07:09:44.728474,KXHIGHNY-26JAN01-T37,3,94,97,6
2025-12-31T07:09:44.839781,KXHIGHNY-26JAN01-T37,3,95,97,5
2025-12-31T07:09:46.170459,KXHIGHNY-26JAN01-T37,3,96,97,4
2025-12-31T07:10:21.614303,KXHIGHNY-26JAN01-B30.5,4,93,96,7
2025-12-31T07:10:21.955070,KXHIGHNY-26JAN01-B30.5,3,93,97,7
2025-12-31T07:10:22.068741,KXHIGHNY-26JAN01-T37,3,95,97,5
2025-12-31T07:10:22.500651,KXHIGHNY-26JAN01-B30.5,4,93,96,7
2025-12-31T07:10:22.840611,KXHIGHNY-26JAN01-B30.5,3,93,97,7
