decision_id,decision_time,tick_time,tick_seq,tick_source,tick_row,ticker,decision_type,cash,pos_yes,pos_no,pending_yes,pending_no,order_index,action,price,qty,source
1,2026-01-11T01:16:38.015437,2026-01-09T04:00:03.876432,1936043,market_data_KXHIGHNY-26JAN09.csv,28719,KXHIGHNY-26JAN09-B51.5,keep,100.0,0,0,0,0,,,,,
2,2026-01-11T01:16:38.020651,2026-01-09T04:00:03.876589,1936044,market_data_KXHIGHNY-26JAN09.csv,28720,KXHIGHNY-26JAN09-B51.5,keep,100.0,0,0,0,0,,,,,
3,2026-01-11T01:16:38.023166,2026-01-09T04:00:04.526481,1936045,market_data_KXHIGHNY-26JAN09.csv,28721,KXHIGHNY-26JAN09-B51.5,keep,100.0,0,0,0,0,,,,,
4,2026-01-11T01:16:38.026181,2026-01-09T04:00:04.918179,1936046,market_data_KXHIGHNY-26JAN09.csv,28722,KXHIGHNY-26JAN09-B55.5,keep,100.0,0,0,0,0,,,,,
5,2026-01-11T01:16:38.027685,2026-01-09T04:00:05.085159,1936047,market_data_KXHIGHNY-26JAN09.csv,28723,KXHIGHNY-26JAN09-B51.5,keep,100.0,0,0,0,0,,,,,
6,2026-01-11T01:16:38.029976,2026-01-09T04:00:05.127570,1936048,market_data_KXHIGHNY-26JAN09.csv,28724,KXHIGHNY-26JAN09-B55.5,keep,100.0,0,0,0,0,,,,,
7,2026-01-11T01:16:38.031976,2026-01-09T04:00:05.172292,1936049,market_data_KXHIGHNY-26JAN09.csv,28725,KXHIGHNY-26JAN09-B51.5,keep,100.0,0,0,0,0,,,,,
8,2026-01-11T01:16:38.034481,2026-01-09T04:00:06.159851,1936050,market_data_KXHIGHNY-26JAN09.csv,28726,KXHIGHNY-26JAN09-B53.5,keep,100.0,0,0,0,0,,,,,
9,2026-01-11T01:16:38.036490,2026-01-09T04:00:06.378296,1936051,market_data_KXHIGHNY-26JAN09.csv,28727,KXHIGHNY-26JAN09-B53.5,keep,100.0,0,0,0,0,,,,,
10,2026-01-11T01:16:38.038522,2026-01-09T04:00:06.603893,1936052,market_data_KXHIGHNY-26JAN09.csv,28728,KXHIGHNY-26JAN09-B51.5,keep,100.0,0,0,0,0,,,,,
11,2026-01-11T01:16:38.039520,2026-01-09T04:00:06.701530,1936053,market_data_KXHIGHNY-26JAN09.csv,28729,KXHIGHNY-26JAN09-B51.5,keep,100.0,0,0,0,0,,,,,
12,2026-01-11T01:16:38.042012,2026-01-09T04:00:06.820805,1936054,market_data_KXHIGHNY-26JAN09.csv,28730,KXHIGHNY-26JAN09-B51.5,keep,100.0,0,0,0,0,,,,,
