decision_id,decision_time,tick_time,tick_seq,tick_source,tick_row,ticker,decision_type,cash,pos_yes,pos_no,pending_yes,pending_no,order_index,action,price,qty,source
1,2026-01-11T01:15:15.882540,2026-01-09T04:00:03.876432,1936043,market_data_KXHIGHNY-26JAN09.csv,28719,KXHIGHNY-26JAN09-B51.5,keep,100.0,0,0,0,0,,,,,
2,2026-01-11T01:15:15.889090,2026-01-09T04:00:03.876589,1936044,market_data_KXHIGHNY-26JAN09.csv,28720,KXHIGHNY-26JAN09-B51.5,keep,100.0,0,0,0,0,,,,,
3,2026-01-11T01:15:15.892089,2026-01-09T04:00:04.526481,1936045,market_data_KXHIGHNY-26JAN09.csv,28721,KXHIGHNY-26JAN09-B51.5,keep,100.0,0,0,0,0,,,,,
4,2026-01-11T01:15:15.894593,2026-01-09T04:00:04.918179,1936046,market_data_KXHIGHNY-26JAN09.csv,28722,KXHIGHNY-26JAN09-B55.5,keep,100.0,0,0,0,0,,,,,
5,2026-01-11T01:15:15.897102,2026-01-09T04:00:05.085159,1936047,market_data_KXHIGHNY-26JAN09.csv,28723,KXHIGHNY-26JAN09-B51.5,keep,100.0,0,0,0,0,,,,,
6,2026-01-11T01:15:15.899118,2026-01-09T04:00:05.127570,1936048,market_data_KXHIGHNY-26JAN09.csv,28724,KXHIGHNY-26JAN09-B55.5,keep,100.0,0,0,0,0,,,,,
7,2026-01-11T01:15:15.901627,2026-01-09T04:00:05.172292,1936049,market_data_KXHIGHNY-26JAN09.csv,28725,KXHIGHNY-26JAN09-B51.5,keep,100.0,0,0,0,0,,,,,
8,2026-01-11T01:15:15.904221,2026-01-09T04:00:06.159851,1936050,market_data_KXHIGHNY-26JAN09.csv,28726,KXHIGHNY-26JAN09-B53.5,keep,100.0,0,0,0,0,,,,,
9,2026-01-11T01:15:15.906358,2026-01-09T04:00:06.378296,1936051,market_data_KXHIGHNY-26JAN09.csv,28727,KXHIGHNY-26JAN09-B53.5,keep,100.0,0,0,0,0,,,,,
10,2026-01-11T01:15:15.908357,2026-01-09T04:00:06.603893,1936052,market_data_KXHIGHNY-26JAN09.csv,28728,KXHIGHNY-26JAN09-B51.5,keep,100.0,0,0,0,0,,,,,
11,2026-01-11T01:15:15.910864,2026-01-09T04:00:06.701530,1936053,market_data_KXHIGHNY-26JAN09.csv,28729,KXHIGHNY-26JAN09-B51.5,keep,100.0,0,0,0,0,,,,,
12,2026-01-11T01:15:15.912868,2026-01-09T04:00:06.820805,1936054,market_data_KXHIGHNY-26JAN09.csv,28730,KXHIGHNY-26JAN09-B51.5,keep,100.0,0,0,0,0,,,,,
13,2026-01-11T01:15:15.915395,2026-01-09T04:00:10.466389,1936055,market_data_KXHIGHNY-26JAN09.csv,28731,KXHIGHNY-26JAN09-B55.5,keep,100.0,0,0,0,0,,,,,
14,2026-01-11T01:15:15.917400,2026-01-09T04:00:10.677322,1936056,market_data_KXHIGHNY-26JAN09.csv,28732,KXHIGHNY-26JAN09-B55.5,keep,100.0,0,0,0,0,,,,,
15,2026-01-11T01:15:15.919910,2026-01-09T04:00:11.158173,1936057,market_data_KXHIGHNY-26JAN09.csv,28733,KXHIGHNY-26JAN09-B53.5,keep,100.0,0,0,0,0,,,,,
16,2026-01-11T01:15:15.921909,2026-01-09T04:00:11.492570,1936058,market_data_KXHIGHNY-26JAN09.csv,28734,KXHIGHNY-26JAN09-B51.5,keep,100.0,0,0,0,0,,,,,
17,2026-01-11T01:15:15.924547,2026-01-09T04:00:11.529101,1936059,market_data_KXHIGHNY-26JAN09.csv,28735,KXHIGHNY-26JAN09-B51.5,keep,100.0,0,0,0,0,,,,,
18,2026-01-11T01:15:15.927555,2026-01-09T04:00:11.601770,1936060,market_data_KXHIGHNY-26JAN09.csv,28736,KXHIGHNY-26JAN09-B53.5,keep,100.0,0,0,0,0,,,,,
19,2026-01-11T01:15:15.928555,2026-01-09T04:00:11.713955,1936061,market_data_KXHIGHNY-26JAN09.csv,28737,KXHIGHNY-26JAN09-B53.5,keep,100.0,0,0,0,0,,,,,
20,2026-01-11T01:15:15.931066,2026-01-09T04:00:11.781698,1936062,market_data_KXHIGHNY-26JAN09.csv,28738,KXHIGHNY-26JAN09-B51.5,keep,100.0,0,0,0,0,,,,,
21,2026-01-11T01:15:15.933065,2026-01-09T04:00:11.933938,1936063,market_data_KXHIGHNY-26JAN09.csv,28739,KXHIGHNY-26JAN09-B51.5,keep,100.0,0,0,0,0,,,,,
22,2026-01-11T01:15:15.934063,2026-01-09T04:00:12.154123,1936064,market_data_KXHIGHNY-26JAN09.csv,28740,KXHIGHNY-26JAN09-B51.5,keep,100.0,0,0,0,0,,,,,
23,2026-01-11T01:15:15.938428,2026-01-09T04:00:15.974638,1936065,market_data_KXHIGHNY-26JAN09.csv,28741,KXHIGHNY-26JAN09-B55.5,keep,100.0,0,0,0,0,,,,,
24,2026-01-11T01:15:15.940429,2026-01-09T04:00:16.141149,1936066,market_data_KXHIGHNY-26JAN09.csv,28742,KXHIGHNY-26JAN09-B55.5,keep,100.0,0,0,0,0,,,,,
25,2026-01-11T01:15:15.942428,2026-01-09T04:00:17.254967,1936067,market_data_KXHIGHNY-26JAN09.csv,28743,KXHIGHNY-26JAN09-B51.5,keep,100.0,0,0,0,0,,,,,
26,2026-01-11T01:15:15.945542,2026-01-09T04:00:17.270223,1936068,market_data_KXHIGHNY-26JAN09.csv,28744,KXHIGHNY-26JAN09-B51.5,keep,100.0,0,0,0,0,,,,,
27,2026-01-11T01:15:15.947051,2026-01-09T04:00:21.560886,1936069,market_data_KXHIGHNY-26JAN09.csv,28745,KXHIGHNY-26JAN09-B55.5,keep,100.0,0,0,0,0,,,,,
28,2026-01-11T01:15:15.950560,2026-01-09T04:00:21.732281,1936070,market_data_KXHIGHNY-26JAN09.csv,28746,KXHIGHNY-26JAN09-B55.5,keep,100.0,0,0,0,0,,,,,
29,2026-01-11T01:15:15.952678,2026-01-09T04:00:24.603221,1936071,market_data_KXHIGHNY-26JAN09.csv,28747,KXHIGHNY-26JAN09-B53.5,keep,100.0,0,0,0,0,,,,,
30,2026-01-11T01:15:15.955692,2026-01-09T04:00:24.714496,1936072,market_data_KXHIGHNY-26JAN09.csv,28748,KXHIGHNY-26JAN09-B51.5,keep,100.0,0,0,0,0,,,,,
31,2026-01-11T01:15:15.957698,2026-01-09T04:00:25.046243,1936073,market_data_KXHIGHNY-26JAN09.csv,28749,KXHIGHNY-26JAN09-B53.5,keep,100.0,0,0,0,0,,,,,
32,2026-01-11T01:15:15.959697,2026-01-09T04:00:27.063608,1936074,market_data_KXHIGHNY-26JAN09.csv,28750,KXHIGHNY-26JAN09-B55.5,keep,100.0,0,0,0,0,,,,,
33,2026-01-11T01:15:15.962201,2026-01-09T04:00:27.229174,1936075,market_data_KXHIGHNY-26JAN09.csv,28751,KXHIGHNY-26JAN09-B55.5,keep,100.0,0,0,0,0,,,,,
34,2026-01-11T01:15:15.964712,2026-01-09T04:00:32.537161,1936076,market_data_KXHIGHNY-26JAN09.csv,28752,KXHIGHNY-26JAN09-B55.5,keep,100.0,0,0,0,0,,,,,
35,2026-01-11T01:15:15.967242,2026-01-09T04:00:32.763327,1936077,market_data_KXHIGHNY-26JAN09.csv,28753,KXHIGHNY-26JAN09-B55.5,keep,100.0,0,0,0,0,,,,,
36,2026-01-11T01:15:15.969238,2026-01-09T04:00:37.584136,1936078,market_data_KXHIGHNY-26JAN09.csv,28754,KXHIGHNY-26JAN09-B53.5,keep,100.0,0,0,0,0,,,,,
37,2026-01-11T01:15:15.972357,2026-01-09T04:00:37.753208,1936079,market_data_KXHIGHNY-26JAN09.csv,28755,KXHIGHNY-26JAN09-B53.5,keep,100.0,0,0,0,0,,,,,
38,2026-01-11T01:15:15.974357,2026-01-09T04:00:38.077000,1936080,market_data_KXHIGHNY-26JAN09.csv,28756,KXHIGHNY-26JAN09-B55.5,keep,100.0,0,0,0,0,,,,,
39,2026-01-11T01:15:15.976598,2026-01-09T04:00:38.333174,1936081,market_data_KXHIGHNY-26JAN09.csv,28757,KXHIGHNY-26JAN09-B55.5,keep,100.0,0,0,0,0,,,,,
40,2026-01-11T01:15:15.978740,2026-01-09T04:00:41.774441,1936082,market_data_KXHIGHNY-26JAN09.csv,28758,KXHIGHNY-26JAN09-B53.5,keep,100.0,0,0,0,0,,,,,
41,2026-01-11T01:15:15.980741,2026-01-09T04:00:41.999348,1936083,market_data_KXHIGHNY-26JAN09.csv,28759,KXHIGHNY-26JAN09-B51.5,keep,100.0,0,0,0,0,,,,,
42,2026-01-11T01:15:15.982741,2026-01-09T04:00:43.166565,1936084,market_data_KXHIGHNY-26JAN09.csv,28760,KXHIGHNY-26JAN09-B51.5,keep,100.0,0,0,0,0,,,,,
43,2026-01-11T01:15:15.984246,2026-01-09T04:00:43.269487,1936085,market_data_KXHIGHNY-26JAN09.csv,28761,KXHIGHNY-26JAN09-B51.5,keep,100.0,0,0,0,0,,,,,
44,2026-01-11T01:15:15.987354,2026-01-09T04:00:43.378737,1936086,market_data_KXHIGHNY-26JAN09.csv,28762,KXHIGHNY-26JAN09-B51.5,keep,100.0,0,0,0,0,,,,,
45,2026-01-11T01:15:15.989862,2026-01-09T04:00:43.630191,1936087,market_data_KXHIGHNY-26JAN09.csv,28763,KXHIGHNY-26JAN09-B55.5,keep,100.0,0,0,0,0,,,,,
46,2026-01-11T01:15:15.991863,2026-01-09T04:00:43.813971,1936088,market_data_KXHIGHNY-26JAN09.csv,28764,KXHIGHNY-26JAN09-B55.5,keep,100.0,0,0,0,0,,,,,
47,2026-01-11T01:15:15.993880,2026-01-09T04:00:49.184996,1936089,market_data_KXHIGHNY-26JAN09.csv,28765,KXHIGHNY-26JAN09-B55.5,keep,100.0,0,0,0,0,,,,,
48,2026-01-11T01:15:15.997413,2026-01-09T04:00:49.353663,1936090,market_data_KXHIGHNY-26JAN09.csv,28766,KXHIGHNY-26JAN09-B55.5,keep,100.0,0,0,0,0,,,,,
49,2026-01-11T01:15:15.999915,2026-01-09T04:00:49.825559,1936091,market_data_KXHIGHNY-26JAN09.csv,28767,KXHIGHNY-26JAN09-B51.5,keep,100.0,0,0,0,0,,,,,
50,2026-01-11T01:15:16.002460,2026-01-09T04:00:49.934965,1936092,market_data_KXHIGHNY-26JAN09.csv,28768,KXHIGHNY-26JAN09-B51.5,keep,100.0,0,0,0,0,,,,,
51,2026-01-11T01:15:16.005515,2026-01-09T04:00:54.761503,1936093,market_data_KXHIGHNY-26JAN09.csv,28769,KXHIGHNY-26JAN09-B55.5,keep,100.0,0,0,0,0,,,,,
52,2026-01-11T01:15:16.007519,2026-01-09T04:00:54.958902,1936094,market_data_KXHIGHNY-26JAN09.csv,28770,KXHIGHNY-26JAN09-B55.5,keep,100.0,0,0,0,0,,,,,
53,2026-01-11T01:15:16.009549,2026-01-09T04:00:57.757988,1936095,market_data_KXHIGHNY-26JAN09.csv,28771,KXHIGHNY-26JAN09-B53.5,keep,100.0,0,0,0,0,,,,,
54,2026-01-11T01:15:16.011547,2026-01-09T04:00:57.758113,1936096,market_data_KXHIGHNY-26JAN09.csv,28772,KXHIGHNY-26JAN09-B53.5,keep,100.0,0,0,0,0,,,,,
55,2026-01-11T01:15:16.013939,2026-01-09T04:01:00.270202,1936097,market_data_KXHIGHNY-26JAN09.csv,28773,KXHIGHNY-26JAN09-B51.5,keep,100.0,0,0,0,0,,,,,
56,2026-01-11T01:15:16.016460,2026-01-09T04:01:00.270393,1936098,market_data_KXHIGHNY-26JAN09.csv,28774,KXHIGHNY-26JAN09-B55.5,keep,100.0,0,0,0,0,,,,,
57,2026-01-11T01:15:16.018964,2026-01-09T04:01:00.480785,1936099,market_data_KXHIGHNY-26JAN09.csv,28775,KXHIGHNY-26JAN09-B55.5,keep,100.0,0,0,0,0,,,,,
58,2026-01-11T01:15:16.020971,2026-01-09T04:01:05.793359,1936100,market_data_KXHIGHNY-26JAN09.csv,28776,KXHIGHNY-26JAN09-B55.5,keep,100.0,0,0,0,0,,,,,
59,2026-01-11T01:15:16.022971,2026-01-09T04:01:05.950422,1936101,market_data_KXHIGHNY-26JAN09.csv,28777,KXHIGHNY-26JAN09-B55.5,keep,100.0,0,0,0,0,,,,,
60,2026-01-11T01:15:16.026360,2026-01-09T04:01:05.991374,1936102,market_data_KXHIGHNY-26JAN09.csv,28778,KXHIGHNY-26JAN09-B51.5,keep,100.0,0,0,0,0,,,,,
61,2026-01-11T01:15:16.028362,2026-01-09T04:01:11.251402,1936103,market_data_KXHIGHNY-26JAN09.csv,28779,KXHIGHNY-26JAN09-B55.5,keep,100.0,0,0,0,0,,,,,
62,2026-01-11T01:15:16.030361,2026-01-09T04:01:11.465869,1936104,market_data_KXHIGHNY-26JAN09.csv,28780,KXHIGHNY-26JAN09-B55.5,keep,100.0,0,0,0,0,,,,,
63,2026-01-11T01:15:16.033362,2026-01-09T04:01:14.670587,1936105,market_data_KXHIGHNY-26JAN09.csv,28781,KXHIGHNY-26JAN09-B53.5,keep,100.0,0,0,0,0,,,,,
64,2026-01-11T01:15:16.035543,2026-01-09T04:01:15.665288,1936106,market_data_KXHIGHNY-26JAN09.csv,28782,KXHIGHNY-26JAN09-B55.5,keep,100.0,0,0,0,0,,,,,
65,2026-01-11T01:15:16.038051,2026-01-09T04:01:43.908150,1936107,market_data_KXHIGHNY-26JAN09.csv,28783,KXHIGHNY-26JAN09-B55.5,keep,100.0,0,0,0,0,,,,,
66,2026-01-11T01:15:16.040696,2026-01-09T04:01:43.933144,1936108,market_data_KXHIGHNY-26JAN09.csv,28784,KXHIGHNY-26JAN09-B55.5,keep,100.0,0,0,0,0,,,,,
67,2026-01-11T01:15:16.043202,2026-01-09T04:01:46.364941,1936109,market_data_KXHIGHNY-26JAN09.csv,28785,KXHIGHNY-26JAN09-B53.5,keep,100.0,0,0,0,0,,,,,
68,2026-01-11T01:15:16.045207,2026-01-09T04:01:46.456692,1936110,market_data_KXHIGHNY-26JAN09.csv,28786,KXHIGHNY-26JAN09-B51.5,keep,100.0,0,0,0,0,,,,,
69,2026-01-11T01:15:16.047286,2026-01-09T04:01:46.483131,1936111,market_data_KXHIGHNY-26JAN09.csv,28787,KXHIGHNY-26JAN09-B51.5,keep,100.0,0,0,0,0,,,,,
70,2026-01-11T01:15:16.050361,2026-01-09T04:01:46.600738,1936112,market_data_KXHIGHNY-26JAN09.csv,28788,KXHIGHNY-26JAN09-B51.5,keep,100.0,0,0,0,0,,,,,
71,2026-01-11T01:15:16.052625,2026-01-09T04:02:25.750103,1936113,market_data_KXHIGHNY-26JAN09.csv,28789,KXHIGHNY-26JAN09-B53.5,keep,100.0,0,0,0,0,,,,,
72,2026-01-11T01:15:16.055698,2026-01-09T04:02:25.912748,1936114,market_data_KXHIGHNY-26JAN09.csv,28790,KXHIGHNY-26JAN09-B51.5,keep,100.0,0,0,0,0,,,,,
73,2026-01-11T01:15:16.058703,2026-01-09T04:02:25.937155,1936115,market_data_KXHIGHNY-26JAN09.csv,28791,KXHIGHNY-26JAN09-B51.5,keep,100.0,0,0,0,0,,,,,
74,2026-01-11T01:15:16.060703,2026-01-09T04:02:26.157783,1936116,market_data_KXHIGHNY-26JAN09.csv,28792,KXHIGHNY-26JAN09-B51.5,keep,100.0,0,0,0,0,,,,,
75,2026-01-11T01:15:16.063205,2026-01-09T04:02:31.822432,1936117,market_data_KXHIGHNY-26JAN09.csv,28793,KXHIGHNY-26JAN09-B51.5,keep,100.0,0,0,0,0,,,,,
76,2026-01-11T01:15:16.065340,2026-01-09T04:02:31.853668,1936118,market_data_KXHIGHNY-26JAN09.csv,28794,KXHIGHNY-26JAN09-B51.5,keep,100.0,0,0,0,0,,,,,
77,2026-01-11T01:15:16.067347,2026-01-09T04:02:38.153526,1936119,market_data_KXHIGHNY-26JAN09.csv,28795,KXHIGHNY-26JAN09-B51.5,keep,100.0,0,0,0,0,,,,,
78,2026-01-11T01:15:16.069857,2026-01-09T04:02:42.711589,1936120,market_data_KXHIGHNY-26JAN09.csv,28796,KXHIGHNY-26JAN09-B51.5,keep,100.0,0,0,0,0,,,,,
79,2026-01-11T01:15:16.072855,2026-01-09T04:02:42.738287,1936121,market_data_KXHIGHNY-26JAN09.csv,28797,KXHIGHNY-26JAN09-B51.5,keep,100.0,0,0,0,0,,,,,
80,2026-01-11T01:15:16.073856,2026-01-09T04:02:46.601209,1936122,market_data_KXHIGHNY-26JAN09.csv,28798,KXHIGHNY-26JAN09-B51.5,keep,100.0,0,0,0,0,,,,,
81,2026-01-11T01:15:16.077448,2026-01-09T04:02:56.668729,1936123,market_data_KXHIGHNY-26JAN09.csv,28799,KXHIGHNY-26JAN09-B51.5,keep,100.0,0,0,0,0,,,,,
82,2026-01-11T01:15:16.079447,2026-01-09T04:03:01.803826,1936124,market_data_KXHIGHNY-26JAN09.csv,28800,KXHIGHNY-26JAN09-B51.5,keep,100.0,0,0,0,0,,,,,
83,2026-01-11T01:15:16.081447,2026-01-09T04:03:01.829827,1936125,market_data_KXHIGHNY-26JAN09.csv,28801,KXHIGHNY-26JAN09-B51.5,keep,100.0,0,0,0,0,,,,,
84,2026-01-11T01:15:16.084448,2026-01-09T04:03:18.779220,1936126,market_data_KXHIGHNY-26JAN09.csv,28802,KXHIGHNY-26JAN09-B53.5,keep,100.0,0,0,0,0,,,,,
85,2026-01-11T01:15:16.086552,2026-01-09T04:03:18.804799,1936127,market_data_KXHIGHNY-26JAN09.csv,28803,KXHIGHNY-26JAN09-B55.5,keep,100.0,0,0,0,0,,,,,
86,2026-01-11T01:15:16.090110,2026-01-09T04:03:19.086705,1936128,market_data_KXHIGHNY-26JAN09.csv,28804,KXHIGHNY-26JAN09-B55.5,keep,100.0,0,0,0,0,,,,,
87,2026-01-11T01:15:16.092107,2026-01-09T04:03:19.263952,1936129,market_data_KXHIGHNY-26JAN09.csv,28805,KXHIGHNY-26JAN09-B53.5,keep,100.0,0,0,0,0,,,,,
88,2026-01-11T01:15:16.094219,2026-01-09T04:03:19.268857,1936130,market_data_KXHIGHNY-26JAN09.csv,28806,KXHIGHNY-26JAN09-B55.5,keep,100.0,0,0,0,0,,,,,
89,2026-01-11T01:15:16.096760,2026-01-09T04:03:19.619114,1936131,market_data_KXHIGHNY-26JAN09.csv,28807,KXHIGHNY-26JAN09-B51.5,keep,100.0,0,0,0,0,,,,,
90,2026-01-11T01:15:16.099264,2026-01-09T04:03:19.725905,1936132,market_data_KXHIGHNY-26JAN09.csv,28808,KXHIGHNY-26JAN09-B51.5,keep,100.0,0,0,0,0,,,,,
91,2026-01-11T01:15:16.102329,2026-01-09T04:03:24.571790,1936133,market_data_KXHIGHNY-26JAN09.csv,28809,KXHIGHNY-26JAN09-B55.5,keep,100.0,0,0,0,0,,,,,
